SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Product Type,Price,Currency,Price Type,Promo Start Date,Promo End Date,Comparison Price,Comparison Price Type,Buy Box Item Price,Buy Box Shipping Price,Buy Box Eligible,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Variant Group Id,Primary Variant?,Variant Grouping Attributes,Variant Grouping Values,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status,Product Condition,Lagtime Category
SBHM0768-GRY,3962044518,"14 Karat Home 60'' Wide Sideboard for Home Kitchen Dining Room Living Room,Grey",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Credenzas & Sideboards,632.39,USD,Base,"","","",,"","",Yes,"",2038710,"",131.2,"""LB""",1,Seller Fulfilled,"",2IW3B4KDHWS5,00197104234308,197104234308,http://www.walmart.com/ip/14-Karat-Home-60-Wide-Sideboard-for-Home-Kitchen-Dining-Room-Living-Room-Grey/3962044518,https://i5.walmartimages.com/asr/eb8cdfe1-af9f-4876-bfbe-5808528f2b4d.034ca7790cb9d22edcb75cf51d4d9e70.jpeg,Sideboards & Buffets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Sideboards & Buffets""]",14 Karat Home,05/06/2023,08/22/2023,05/06/2023,07/23/2026,0,"",Y,SBHM0768,N,actual_color,GREY,"","","","","","","","",New,Furniture
SBSD0747-OAK,2147958271,"63"" Wooden 4 Rattan Arch Doors Sideboard Buffet Storage Cabinet Home Living Room Natural",ACTIVE,PUBLISHED,"",Home & Garden,Credenzas & Sideboards,299.99,USD,Promo price,08/05/2026,08/31/2026,299.99,"",299.99,29.9,Yes,"",2038710,NETWORK_GEO,106.0,"""LB""",2,Seller Fulfilled,"",7J2Y8I8EIV9C,00197104180087,197104180087,http://www.walmart.com/ip/63-Wooden-4-Rattan-Arch-Doors-Sideboard-Kitchen-Storage-TV-Stand-Cabinet-Home-Living-Room-Adult-Natural/2147958271,https://i5.walmartimages.com/asr/8aff8531-00e9-44ec-983a-d0209df400dc.e4d545e1cdc1560a76e114ea00229166.jpeg,Sideboards & Buffets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Sideboards & Buffets""]",Tina's Home,04/28/2023,11/27/2026,04/28/2023,08/02/2026,0,"",Y,TVSBSD0505,N,"actual_color,character","OAK,4-Doors",https://www.amazon.com/dp/B0C2TPFTH4?psc=1&th=1,356.99,0.0,08/25/2026,"","","","",New,Furniture
SBYJ0620-PEBBLE,1350456688,58'' Storage Sideboard Cabinet 4 Doors Adjustable Drawers Shelves Buffet Home Living Room White,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Credenzas & Sideboards,251.5,USD,Base,"","","",,"","",Yes,"",2038710,"",138.0,"""LB""",1,Seller Fulfilled,"",5HAG5SMU9OAO,00197104090935,197104090935,http://www.walmart.com/ip/58-Storage-Sideboard-Cabinet-4-Doors-Adjustable-Drawers-Shelves-Buffet-Home-Living-Room-White/1350456688,https://i5.walmartimages.com/asr/c89a182a-454c-4510-8233-96bcbd36057d.1332606eb70a8018a7fca28cabfe811f.jpeg,Sideboards & Buffets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Sideboards & Buffets""]",Tina's Home,11/21/2022,04/18/2024,11/25/2022,07/28/2026,0,"",Y,SBYJ0620,N,actual_color,PEBBLE,"","","","","","","","",New,Furniture
SCBSD0550-BLACK,1032051935,14 Karat Home 30'' Tall 3 Drawer Bachelor’s Chest with Metal Legs for Bedroom in Black,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dressers,289.9,USD,Base,"","","",,"","",Yes,"",2038710,"",72.9,"""LB""",1,Seller Fulfilled,"",6SNUX8CQC8AT,00197104047380,197104047380,http://www.walmart.com/ip/14-Karat-Home-30-Tall-3-Drawer-Bachelor-s-Chest-with-Metal-Legs-for-Bedroom-in-Black/1032051935,https://i5.walmartimages.com/asr/03cace4c-f60b-4dbd-beea-7d355a35b5eb.32dbf9e69e8888904c57501d7abdc79c.jpeg,Black Dressers,"[""Home Page"",""Home"",""Furniture"",""Bedroom Furniture"",""Dressers"",""Black Dressers""]",14 Karat Home,11/16/2022,08/29/2023,11/16/2022,08/04/2026,0,"",Y,SCBSD0550,N,actual_color,BLACK,"","","","","","","","",New,Furniture
SCCL0361-AMBER,2223736039,"Thai 6 - Drawer Accent Chest,Amber",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Accent Cabinets,109.99,USD,Base,"","","",,"","",Yes,"",2038710,"",62.0,"""LB""",1,Seller Fulfilled,"",3OQ1DI4ORPK4,00197104361738,197104361738,http://www.walmart.com/ip/Thai-6-Drawer-Accent-Chest-Amber/2223736039,https://i5.walmartimages.com/asr/06ad20a1-f2f2-462b-a5bb-a919189cdf93.437716a65c23f95b139b92da511243e4.jpeg,Wood Accent Cabinet,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Cabinets & Chests"",""Wood Accent Cabinet""]",14 Karat Home,07/09/2023,08/23/2023,07/08/2023,07/23/2026,0,"",Y,SCCL0361-AMBER,Y,actual_color,AMBER,"","","","","","","","",New,Furniture
SCCL0878-BLU,5197261049,"3 Drawer Solid Wood Accent Cabinet with USB Dresser for Living Room Living Room, Blue",ACTIVE,PUBLISHED,"",Home & Garden,Accent Cabinets,289.99,USD,Base,"","",289.99,"",289.99,0.0,Yes,"",2038710,NETWORK_GEO,44.54,"""LB""",1,Seller Fulfilled,"",515FUPCPX4ZO,00197104560582,197104560582,http://www.walmart.com/ip/6-Drawers-Wooden-Dresser-Chest-14-Karat-Home-Storage-Built-in-Power-Strip-Bedroom-Nightstand-Blue/5197261049,https://i5.walmartimages.com/asr/2ac2a80c-e645-4b0b-b3c2-83c196f18b90.f4884ad8b0de882d7348659727ff9d52.jpeg,Accent Cabinets with 3 Drawers,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Cabinets & Chests"",""Accent Cabinets with 3 Drawers""]",Tina's Home,11/14/2023,09/03/2030,11/14/2023,08/18/2026,0,"",Y,SCCL0878-1,N,"actual_color,multipack_quantity","Blue,1",https://www.amazon.com/dp/B0D8VHNLRF?psc=1&th=1&vs=1,289.99,0.0,08/26/2026,"","","",Price Adjusted By CAP,New,Furniture
SCRB0948-WAL-S2,5272536323,"64"" Accent Cabinet Set of 2, Wooden Storage Sideboard 2 Doors 2 Adjustable Shelves Credenza Metal Leg Dining Room Kitchen Walnut",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Credenzas & Sideboards,589.9,USD,Base,"","","",,"","",Yes,"",2038710,"",141.12,"""LB""",1,Seller Fulfilled,"",3IL1YJY2NXW2,00197104545015,197104545015,http://www.walmart.com/ip/64-Accent-Cabinet-Set-of-2-Wooden-Storage-Sideboard-2-Doors-2-Adjustable-Shelves-Credenza-Metal-Leg-Dining-Room-Kitchen-Walnut/5272536323,https://i5.walmartimages.com/asr/3a2615d1-e136-4ee1-84fc-7acb8bff82be.44924ce222733cce730cf1c912bcce99.jpeg,Sideboards & Buffets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Sideboards & Buffets""]",Tina's Home,01/15/2024,11/05/2024,01/15/2024,07/24/2026,0,"",Y,SCTY0594,N,"actual_color,character,number_of_pieces","WALNUT,Metal Legs,2","","","","","","","","",New,Furniture
SCSD1372-ACR,17315619860,2 Doors Modern Sideboard Buffet Cabinet with Storage Adjustable Shelves Cable Management Living Room Acorn,ACTIVE,PUBLISHED,"",Home & Garden,Credenzas & Sideboards,309.99,USD,Base,"","",309.99,"",309.99,"",Yes,"",2038710,NETWORK_GEO,61.82,"""LB""",2,Seller Fulfilled,"",26V9493REOTC,00197104953063,197104953063,http://www.walmart.com/ip/2-Doors-Modern-Sideboard-Buffet-Cabinet-with-Storage-Adjustable-Shelves-Cable-Management-Living-Room-Acorn/17315619860,https://i5.walmartimages.com/asr/2badb516-7c3e-48f2-8032-147b9141ef97.67f541bfb5862afa64e604706b7d5afd.jpeg,Sideboards & Buffets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Sideboards & Buffets""]",Tina's Home,07/22/2025,12/31/2049,07/22/2025,07/24/2026,0,"",Y,SCSD1372,N,actual_color,Acorn,"","","","","","","","",New,Furniture
SCTY0594-WTE-S2,5254144237,"72"" Accent Cabinet Set 2 Doors Storage Sideboard 2 Adjustable Shelves Credenza Wooden TV Stand Living Dining Room Kitchen White",RETIRED,UNPUBLISHED,Offer end date has passed,Home & Garden,Television Stands,589.9,USD,Base,"","","","","","",Yes,"",2038710,"",165.4,"""LB""",1,Seller Fulfilled,"",1YSIYJ2DYBMW,00197104622686,197104622686,http://www.walmart.com/ip/72-Accent-Cabinet-Set-2-Doors-Storage-Sideboard-2-Adjustable-Shelves-Credenza-Wooden-TV-Stand-Living-Dining-Room-Kitchen-White/5254144237,https://i5.walmartimages.com/asr/fa79e0e7-9401-48e3-bd39-5350196237cf.c55ba47f06af2a7d90d91435e0cd7021.jpeg,TV Stands,"[""Home Page"",""Home"",""Furniture"",""TV Stands & Entertainment Centers"",""TV Stands""]",Tina's Home,01/05/2024,02/11/2026,01/05/2024,07/24/2026,0,"",Y,SCTY0594,N,"actual_color,character,number_of_pieces","WHITE,Wooden Legs,2","","","","","","","","",New,Furniture
SF0140+JM002-S2-GREY,926127169,3 Piece Living Room Sofa Set with Upholstered Loveseat Couch Armless Accent Chairs Grey,ACTIVE,PUBLISHED,"",Home & Garden,Living Room Furniture Sets,759.99,USD,Base,"","",689.87,"",759.99,59.9,Yes,"",2038710,NETWORK_GEO,104.24,"""LB""",2,Seller Fulfilled,"",4BHF7XUEP7C7,00784140509455,784140509455,http://www.walmart.com/ip/3-Piece-Living-Room-Sofa-Set-with-Upholstered-Loveseat-Couch-Armless-Accent-Chairs-Grey/926127169,https://i5.walmartimages.com/asr/82948399-4d19-4427-9b2f-24b265c4d474.ccf781de9780d9e70e2dddc5da855f1a.jpeg,Living Room Sets,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Living Room Sets""]",Tina's Home,10/17/2022,10/10/2029,03/23/2021,07/23/2026,0,"",Y,CHMJM002,N,"character,actual_color","3 Piece,GREY",https://www.amazon.com/dp/B0B9MY6JM5?psc=1&th=1&vs=1,729.99,39.99,03/12/2025,"","","","",New,Furniture
SF0422-MA3288-S2-FUS,1446913070,"14 Karat Home 3 Piece Living Room Furniture Set with Loveseat and Accent Chairs, Fushia",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Living Room Furniture Sets,849.0,USD,Base,"","","",,"","",Yes,"",2038710,"",84.0,"""LB""",1,Seller Fulfilled,"",5WPPOM9NW55X,00768640346048,768640346048,http://www.walmart.com/ip/14-Karat-Home-3-Piece-Living-Room-Furniture-Set-with-Loveseat-and-Accent-Chairs-Fushia/1446913070,https://i5.walmartimages.com/asr/cae11221-66a6-4ef4-9515-260e8af2949e.e9bfd65879c45fc546edb4d468dcfa99.jpeg,Living Room Sets,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Living Room Sets""]",14 Karat Home,08/22/2022,06/26/2023,08/30/2022,07/23/2026,0,"",Y,SF0422-MA3288,N,actual_color,FUSHIA,"","","","","","","","",New,Furniture
SF0422-MA3288-S2-PIN,1092287509,"14 Karat Home 3 Piece Living Room Futon Sofa Set with Upholstered Loveseat and Accent Chairs, Pink",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Living Room Furniture Sets,849.0,USD,Base,"","","",,"","",Yes,"",2038710,"",84.0,"""LB""",1,Seller Fulfilled,"",4ECWBXXXKTZD,00768640345928,768640345928,http://www.walmart.com/ip/14-Karat-Home-3-Piece-Living-Room-Futon-Sofa-Set-with-Upholstered-Loveseat-and-Accent-Chairs-Pink/1092287509,https://i5.walmartimages.com/asr/efda22cb-54cf-465d-bf7d-83133a21a9fd.477d1fd330e4fffc97e7f74eceaeb9e0.jpeg,Living Room Sets,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Living Room Sets""]",14 Karat Home,08/22/2022,11/27/2023,08/30/2022,07/24/2026,0,"",Y,SF0422-MA3288,N,actual_color,PINK,"","","","","","","","",New,Furniture
SFAY1385-RST-S5,19942915395,"Tina's Home 5-Piece Modular Sectional Sofa, Convertible Chenille L-Shaped Couch, Deep Seat Sofa for Living Room, Family Room, Rust",ACTIVE,PUBLISHED,"",Home & Garden,Sectional Sofas,1376.95,USD,Base,"","",1376.95,"",1376.95,"",Yes,"",2038710,NETWORK_GEO,252.45,"""LB""",2,Seller Fulfilled,"",65ZSW73GZVPE,00199834077668,199834077668,http://www.walmart.com/ip/Tina-s-Home-5-Piece-Modular-Sectional-Sofa-Convertible-Chenille-L-Shaped-Couch-Deep-Seat-Sofa-for-Living-Room-Family-Room-Rust/19942915395,https://i5.walmartimages.com/asr/04fa397f-1734-4125-90f7-840eb22eaaeb.f9fb7f289bd3f265f9a0cb1a44117aab.jpeg,Modular Sofas,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Sectional Sofas & Couches"",""Modular Sofas""]",Tina's Home,03/18/2026,12/16/2030,03/23/2026,08/05/2026,0,"",Y,SFAY1385,N,"actual_color,multipack_quantity","Rust,5","","","","","","","","",New,Furniture
SFKR0979-IVY-A+B+C,15792555839,Contemporary 3-Seater Sofa with Deep Seating Oversized Couch for Living Room Apartment Ivory,ACTIVE,PUBLISHED,"",Home & Garden,Sofas & Couches,871.5,USD,Base,"","",871.5,"",871.5,0.0,Yes,"",2038710,NETWORK_GEO,261.7,"""LB""",2,Seller Fulfilled,"",6JFU6VT2HVCY,00197104511058,197104511058,http://www.walmart.com/ip/Contemporary-3-seat-Sofa-with-Deep-Seating-Oversized-Couch-for-Living-Room-Apartment-Ivory/15792555839,https://i5.walmartimages.com/asr/92915f50-652a-405e-aa8a-6e30822311fc.8927fa2f6da7dcf9d4cdb2a382f9aa0a.jpeg,Modern Sofas,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Sofas & Couches"",""Modern Sofas""]",Tina's Home,03/25/2025,12/31/2030,03/25/2025,08/18/2026,0,"",Y,SFKR0979,Y,actual_color,ivory,"","","","","","","","",New,Furniture
SFM0140-BLACK,596221856,"Tina's Home Velvet Upholstered Loveseat Sofa with Gold Metal Legs, Living Room Chair Tufted Back Home Bedroom Black",ACTIVE,PUBLISHED,"",Home & Garden,Loveseats,379.99,USD,Base,"","",359.99,"",379.99,19.99,Yes,"",2038710,NETWORK_GEO,43.21,"""LB""",2,WFS Eligible,"",675HU9T5YALJ,00784140502272,784140502272,http://www.walmart.com/ip/Velvet-Sofa-2-Seater-Upholstered-Loveseat-Living-Room-Chair-Tufted-Back-Home-Bedroom-Black/596221856,https://i5.walmartimages.com/asr/9f342970-6cf7-44de-9925-55dbf0cf95fd.741fe7cd351800dd863cc2b4ade0a018.jpeg,Black Loveseats,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Loveseats"",""Black Loveseats""]",Tina's Home,03/24/2021,10/10/2029,01/21/2021,07/26/2026,1,5.0,Y,SFM0140,N,actual_color,BLACK,https://www.amazon.com/dp/B09163SG7C?psc=1&th=1&vs=1,359.99,"",08/25/2026,"","","","",New,Furniture
SFM0421-BLACK,1764943515,"14 Karat Home Upholstered Velvet Armless Loveseat for Living Room with Metal Legs, Black",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Loveseats,409.7,USD,Base,"","","",,"","",Yes,"",2038710,"",46.7,"""LB""",5,Seller Fulfilled,"",3E0V2NH4W0JL,00797442800939,797442800939,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Velvet-Armless-Loveseat-for-Living-Room-with-Metal-Legs-Black/1764943515,https://i5.walmartimages.com/asr/fe93f76b-fb86-491a-a365-4bfded3d0398.a733f6f46fd0025e775fea6cc64f5e89.jpeg,Black Loveseats,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Loveseats"",""Black Loveseats""]",Tina's Home,06/06/2022,06/29/2023,06/06/2022,07/23/2026,0,"",Y,SFM0421,N,actual_color,Black,"","","","","","","","",New,Furniture
SFM0509-GREY,1405026013,Velvet Loveseat Sofa 2 Seat Wingback Accent Chairs Armless Upholstered Couch Nailhead Trim Tufted Back Golden Legs Home Bedroom Living Room Grey,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Loveseats,229.99,USD,Base,"","","",,"","",Yes,"",2038710,"",49.2,"""LB""",1,Seller Fulfilled,"",14S4GASJE2EQ,00768643313146,768643313146,http://www.walmart.com/ip/Velvet-Loveseat-Sofa-2-Seat-Wingback-Accent-Chairs-Armless-Upholstered-Couch-Nailhead-Trim-Tufted-Back-Golden-Legs-Home-Bedroom-Living-Room-Grey/1405026013,https://i5.walmartimages.com/asr/ebac4030-5f42-412c-9efc-697c75dd09fb.2c007fce40e890dfc1f744a7f30507ee.jpeg,Wood Loveseats,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Loveseats"",""Wood Loveseats""]",Tina's Home,08/31/2022,10/31/2024,09/01/2022,07/24/2026,0,"",Y,SFM0509,N,actual_color,GREY,"","","","","","","","",New,Furniture
SFMSY0083-BLUE,760457619,"14 Karat Home Upholstered 2-Seater Sofa, Comfy Modern Couch Living Room Furniture with Metal Base, Blue",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Sofas & Couches,399.7,USD,Base,"","","",,"","",Yes,"",2038710,"",73.2,"""LB""",1,Seller Fulfilled,"",4EIC5VTVZ884,00784140784999,784140784999,http://www.walmart.com/ip/14-Karat-Home-Upholstered-2-Seater-Sofa-Comfy-Modern-Couch-Living-Room-Furniture-with-Metal-Base-Blue/760457619,https://i5.walmartimages.com/asr/867520b7-39e9-4c55-bc90-a62c6758f890.f1e1ba51969dbb98b6f1b8f47ec2838e.jpeg,Sofas & Couches,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Sofas & Couches""]",Tina's Home,01/15/2022,08/23/2023,03/16/2021,07/22/2026,0,"",Y,SFMSY0083,N,actual_color,Blue,"","","","","","","","",New,Furniture
SFS0422-IVORY,1508328749,"14 Karat Home 47"" Traditional Wooden Frame Loveseat Armless Button-Tufted Cabriole Legs Wings Living Room Bedroom Ivory",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Loveseats,439.7,USD,Base,08/26/2022,12/31/2022,"",,"","",Yes,699.0,2038710,"",37.2,"""LB""",1,Seller Fulfilled,"",3M05UKOZ7I0O,00768640345775,768640345775,http://www.walmart.com/ip/14-Karat-Home-47-Traditional-Wooden-Frame-Loveseat-Armless-Button-Tufted-Cabriole-Legs-Wings-Living-Room-Bedroom-Ivory/1508328749,https://i5.walmartimages.com/asr/5b04dfd8-1eb9-4eb5-833a-51b02b4c0500.8b15136254ae3183689817b1142e5919.jpeg,Small living room ideas,"[""Home Page"",""Home"",""Home ideas & inspiration"",""First apartment"",""Small living room ideas""]",Tina's Home,08/22/2022,08/17/2023,08/24/2022,07/23/2026,0,"",Y,SFS0422,N,actual_color,IVORY,"","","","","","","","",New,Furniture
SFWH0192-TAN,1027684073,"14 Karat Home Velvet Loveseat with Wingback & Gold Legs, with Tufted Back for Living Room Bedroom, Tan",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Loveseats,374.98,USD,Base,08/31/2022,12/31/2022,"",,"","",Yes,"",2038710,"",63.93,"""LB""",1,Seller Fulfilled,"",3S58QF9YLO34,00197104040640,197104040640,http://www.walmart.com/ip/14-Karat-Home-Velvet-Loveseat-with-Wingback-Gold-Legs-with-Tufted-Back-for-Living-Room-Bedroom-Tan/1027684073,https://i5.walmartimages.com/asr/660531dd-241f-4260-9ff7-3f842e484b61.462b88e73e3ec0f15aebfd631bbc4323.jpeg,Modern/Contemporary Loveseats,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Loveseats"",""Modern/Contemporary Loveseats""]",14 Karat Home,08/26/2022,08/23/2023,08/26/2022,08/22/2026,0,"",Y,SFWH0192,N,actual_color,TAN,"","","","","","","","",New,Furniture
SFWS0077-BULE,467099551,Valent Upholstered Pull Out Sleeper Sectional in BLUE with Storage Location,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Sectional Sofas,994.0,USD,Base,"","","",,"","",Yes,"",2043078,"",101.4,"""LB""",1,Seller Fulfilled,"",7FC5HNV0JGZN,00784140783237,784140783237,http://www.walmart.com/ip/Valent-Upholstered-Pull-Out-Sleeper-Sectional-in-BLUE-with-Storage-Location/467099551,https://i5.walmartimages.com/asr/de021203-cdcf-4a1c-9837-0592bbe35546.3d96d2e3aa6f35a0b6345e4d55122aea.jpeg,Sectional Couches & Sofas,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Sectional Couches & Sofas""]",Tina's Home,03/24/2023,08/17/2023,01/09/2021,07/23/2026,0,"",Y,SFWS0077,N,actual_color,BLUE,"","","","","","","","",New,Furniture
TVSBSD0389-GREY,1278016512,"14 Karat Home Modern Wooden TV Stand for TVs up to 65"" with Storage Space in Gray",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Television Stands,199.98,USD,Base,"","","",,"","",Yes,"",2038710,"",82.6,"""LB""",1,Seller Fulfilled,"",3LPWCT5QDYPN,00768657743656,768657743656,http://www.walmart.com/ip/14-Karat-Home-Modern-Wooden-TV-Stand-for-TVs-up-to-65-with-Storage-Space-in-Gray/1278016512,https://i5.walmartimages.com/asr/0e83a816-2b4b-4866-afc2-876c69805496.79c653520eaaa42a6061a0beaad7a1c5.jpeg,TV Stands,"[""Home Page"",""Home"",""Furniture"",""TV Stands & Entertainment Centers"",""TV Stands""]",14 Karat Home,06/30/2022,07/05/2023,06/30/2022,07/24/2026,0,"",Y,TVSBSD0389,N,actual_color,Gray,"","","","","","","","",New,Furniture
TW-00009,51314526,14 Karat Home Inc. Snow Leopard Faux Fur Throw Blanket,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Throws,37.95,USD,Base,"","","",,"","",Yes,"",2043078,"","","","",Seller Fulfilled,"",3KZ99QQY7E34,00812838021917,812838021917,http://www.walmart.com/ip/14-Karat-Home-Inc-Snow-Leopard-Faux-Fur-Throw-Blanket/51314526,https://i5.walmartimages.com/asr/a7b2699f-a4c9-4221-82ed-dbc3754ea059_1.d76094fdbf607da447ecf9cbbbbdb78f.jpeg,Throw Blankets,"[""Home Page"",""Home"",""Decor"",""Throw Blankets"",""Throw Blankets""]",14 Karat Home Inc.,08/05/2019,02/15/2020,04/17/2016,03/19/2026,1,1.0,Y,"","","","","","","","","","","","",New,Home
VSS0292-NAVY,1153099792,Makeup Vanity Stool Dressing Table Accent Chair Velvet Tufted Upholstered Cushioned Wood Leg Home Bedroom Living Room Navy,ACTIVE,PUBLISHED,"",Home & Garden,Vanity Tables & Table & Bench Sets,153.99,USD,Base,"","",153.99,"",153.99,0.0,Yes,"",2038710,NETWORK_GEO,19.1,"""LB""",1,Seller Fulfilled,"",1S7LJIVBFV6Y,00197104020086,197104020086,http://www.walmart.com/ip/Makeup-Vanity-Stool-Dressing-Table-Accent-Chair-Velvet-Tufted-Upholstered-Cushioned-Wood-Leg-Home-Bedroom-Living-Room-Navy/1153099792,https://i5.walmartimages.com/asr/224052f7-323f-4d63-a84f-144345de1c67.28e06cf7b92fc2a76d781f6192af3236.jpeg,Vanity Stools,"[""Home Page"",""Home"",""Furniture"",""Bedroom Furniture"",""Makeup Vanities"",""Vanity Stools""]",14 Karat Home,08/03/2022,08/30/2030,08/03/2022,07/22/2026,0,"",Y,MA3288-1,N,"actual_color,character,number_of_pieces","NAVY,Vanity Stool,1",https://www.amazon.com/dp/B0GZ3DPCS2?psc=1&th=1&vs=1,199.99,0.0,08/26/2026,"","","","",New,Furniture
VSS0292-TEAL,1548547559,Makeup Vanity Stool Dressing Table Accent Chair Velvet Tufted Upholstered Cushioned Wood Leg Home Bedroom Living Room Teal,ACTIVE,PUBLISHED,"",Home & Garden,Vanity Tables & Table & Bench Sets,153.99,USD,Base,"","",153.99,"",153.99,0.0,Yes,"",2038710,NETWORK_GEO,19.1,"""LB""",1,Seller Fulfilled,"",29OUMB2M0PBI,00197104020055,197104020055,http://www.walmart.com/ip/Makeup-Vanity-Stool-Dressing-Table-Accent-Chair-Velvet-Tufted-Upholstered-Cushioned-Wood-Leg-Home-Bedroom-Living-Room-Teal/1548547559,https://i5.walmartimages.com/asr/eb492c45-367e-40d9-8a74-7bcc62ea49d7.f626e33267214c789d9e12c6831accd1.jpeg,UNNAV,"[""UNNAV""]",14 Karat Home,08/03/2022,09/03/2030,08/03/2022,07/23/2026,0,"",Y,MA3288-1,N,"actual_color,character,number_of_pieces","TEAL,Vanity Stool,1","","","","","","","","",New,Furniture
VTYM0309-WHITE-A+B,3637023696,14 Karat Home Modern Freestanding Bathroom Vanity Undermount Ceramic Sink Wood Cabinet White,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Bathroom Vanities,384.97,USD,Base,"","","",,"","",Yes,"",2038710,"",172.65,"""LB""",1,Seller Fulfilled,"",0WYHAH73SJQ0,00197104332295,197104332295,http://www.walmart.com/ip/14-Karat-Home-Modern-Freestanding-Bathroom-Vanity-Undermount-Ceramic-Sink-Wood-Cabinet-White/3637023696,https://i5.walmartimages.com/asr/eff53f7c-a75b-4152-bf93-950b2accbc5d.6a09d7fc2ac90f4987885f5f340758b9.jpeg,White Bathroom Vanities,"[""Home Page"",""Home Improvement"",""Bathroom Renovation"",""Bathroom Cabinets & Fixtures"",""Bathroom Vanities"",""Bathroom Vanities by Color"",""White Bathroom Vanities""]",Tina's Home,07/05/2023,08/15/2023,07/05/2023,08/21/2025,0,"",Y,VTYM0309,Y,actual_color,WHITE,"","","","","","","","",New,Furniture
WB1003M-BLACK,238297833,Roverta Massage Recliner with Padded Armrest in Black,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Recliners,407.64,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",6AE0XFL2GFAD,00765077434751,765077434751,http://www.walmart.com/ip/Roverta-Massage-Recliner-with-Padded-Armrest-in-Black/238297833,https://i5.walmartimages.com/asr/614eb7f0-0770-412c-ad9b-beffc1933467.cfc4ea1b2c46a2892697a7d62aa7889e.jpeg,All Recliners,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Recliners"",""All Recliners""]",Tina's Home,06/02/2021,09/17/2021,07/15/2021,07/24/2026,0,"",Y,WB1003M,Y,actual_color,BLACK,"","","","","","","","",New,Furniture
